StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,brand_att_1,brand_att_2,brand_att_3,otf,flood_awareness,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-08-15 22:11:24,2024-08-15 22:13:00,IP Address,98.240.155.170,100,95,True,2024-08-15 22:13:00,R_61gX4Ndy6ydQ04X,,,,,44.9174,-92.9478,anonymous,EN,65aaa1235c45fd8c1d6fadc9,38,Female,,"White or Caucasian,American Indian/Native American or Alaska Native",,"Dont recall. Was mostly looking at the photos and damage. ",I do not recall any sponsored posts,4,4,4,"It was sad to see but something I was unaware of. ","No, I was not aware of any flooding in Brazil before this survey.",No,,65aaa1235c45fd8c1d6fadc9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Woodbury,MN,55129
2024-08-15 22:08:50,2024-08-15 22:13:05,IP Address,154.7.225.178,100,254,True,2024-08-15 22:13:05,R_3NEypm36YtpR1OG,,,,,39.0469,-77.4903,anonymous,EN,6626a1353f25cf6ea37c8e5c,43,Female,,Black or African American,,KLM,KLM,7,7,6,IT WAS VERY INTERESTING,"No, I was not aware of any flooding in Brazil before this survey.",No,,6626a1353f25cf6ea37c8e5c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Ashburn,VA,20149
2024-08-15 22:10:46,2024-08-15 22:13:18,IP Address,172.248.59.1,100,151,True,2024-08-15 22:13:19,R_76hIcrxBXd0Ek4b,,,,,33.816,-117.9692,anonymous,EN,5bf571f03508750001423e07,26,Male,,Other,Hispanic,N/A,I do not recall any sponsored posts,4,4,4,"I ignored the posts about people since they are looking for attention and they are really boring. I really like the nature posts, especially the infographic, and the company posts held my attention for a bit but I don't ever travel so I didn't read it. Also I love Michael Jackson.","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,5bf571f03508750001423e07,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",Anaheim,CA,92802
2024-08-15 22:09:51,2024-08-15 22:13:25,IP Address,108.147.94.59,100,213,True,2024-08-15 22:13:25,R_3Qn8myK67THke4w,,,,,41.212,-96.1101,anonymous,EN,62ac76db32757a0dbb1c59f0,39,Male,,"White or Caucasian,Asian",,"Brazil, Madonna, Exotic Birds",I do not recall any sponsored posts,7,5,7,I liked the bird photos and showing what life in Brazil is like. I didn't care much about the Madonna posts.,"No, I was not aware of any flooding in Brazil before this survey.",No,,62ac76db32757a0dbb1c59f0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Omaha,NE,68137
2024-08-15 22:07:18,2024-08-15 22:13:47,IP Address,172.56.220.4,100,389,True,2024-08-15 22:13:48,R_66mX2tXTnuZyyl7,,,,,40.0172,-75.0883,anonymous,EN,66378406d260753b88b40c92,69,Male,,Black or African American,,KLM,KLM,6,6,6,"I liked the post that highlighted the importance of environmental responsibility, biodiversity and sustainability","Yes, I was fully aware of the floods in southern Brazil.",No,,66378406d260753b88b40c92,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Philadelphia,PA,19121
2024-08-15 22:10:53,2024-08-15 22:14:00,IP Address,136.49.86.135,100,186,True,2024-08-15 22:14:01,R_6E5ig7UmvJGkiVa,,,,,30.2095,-97.7972,anonymous,EN,666066ac77320c73d80d06e7,25,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,"I liked the porcupine image. I did not care much for the celebrity content. ","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,666066ac77320c73d80d06e7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Austin,TX,78749
2024-08-15 22:08:23,2024-08-15 22:14:05,IP Address,96.39.198.78,100,341,True,2024-08-15 22:14:06,R_7h6dzieGqLK9Qml,,,,,46.0594,-118.3361,anonymous,EN,609ee7a707f13c414e5e87ec,46,Female,,White or Caucasian,,KLM airlines,KLM,5,5,5,"I liked all the posts about nature - lots of interesting wildlife in Brazil, and also would have liked to been able to read more about the sustainable building. I wasn't very interested in the sports posts, as I am not a sports spectator. The music-related posts (Madonna, etc) were uninteresting, other than wondering how Madonna looked so young, as I'd rather see posts about Brazil itself, not concerts of Americans that played there, if I'm perusing a feed about Brazil. ","No, I was not aware of any flooding in Brazil before this survey.",No,,609ee7a707f13c414e5e87ec,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Walla Walla,WA,99362
2024-08-15 22:10:20,2024-08-15 22:14:40,IP Address,24.126.107.119,100,259,True,2024-08-15 22:14:40,R_7CUnWc85i1IOpau,,,,,38.8924,-77.0757,anonymous,EN,660912091144cf3a263d1cd4,55,Male,,Asian,,KLM,KLM,1,1,1,"It was kind of boring.  I wasn't that interested in soccer nor Madonna.  The thing I was interested in, the wildlife of Brazil, was from an ad my KLM.","No, I was not aware of any flooding in Brazil before this survey.",Yes:,The profile pics were not showing up.  Maybe by design?,660912091144cf3a263d1cd4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Arlington,VA,22209
2024-08-15 22:12:35,2024-08-15 22:14:45,IP Address,172.56.160.131,100,129,True,2024-08-15 22:14:45,R_6sSL2wd9bpV6cg1,,,,,40.7252,-73.944,anonymous,EN,6667488c5f46f3da0c085419,24,Female,,Asian,,Michael korks,I do not recall any sponsored posts,4,4,4,I did not dislike anything,"No, I was not aware of any flooding in Brazil before this survey.",No,,6667488c5f46f3da0c085419,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36",Brooklyn,NY,11222
2024-08-15 22:13:58,2024-08-15 22:15:12,IP Address,172.59.33.52,100,74,True,2024-08-15 22:15:12,R_3YSqKNuyDj5JvyU,,,,,40.0321,-82.9092,anonymous,EN,5fc1b59370c9de1ad16360cf,40,Male,,White or Caucasian,,I ignore ads by habit,I do not recall any sponsored posts,4,4,4,I liked how the community was working together,"No, I was not aware of any flooding in Brazil before this survey.",No,,5fc1b59370c9de1ad16360cf,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/25.0 Chrome/121.0.0.0 Mobile Safari/537.36",Cincinnati,OH,45205
2024-08-15 22:11:28,2024-08-15 22:15:17,IP Address,172.98.189.82,100,228,True,2024-08-15 22:15:17,R_7CpPSPRVl4VsM9M,,,,,40.0025,-75.1134,anonymous,EN,66a4b71e4e2313876dfec9fc,23,Female,,Black or African American,,KLM,KLM,7,7,7,The social media page I just scrolled through felt like a traditional social media like X (Twitter). Everything was pretty smooth.,"No, I was not aware of any flooding in Brazil before this survey.",No,,66a4b71e4e2313876dfec9fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Philadelphia,PA,19019
2024-08-15 22:10:47,2024-08-15 22:15:27,IP Address,69.140.247.178,100,279,True,2024-08-15 22:15:27,R_5Q86GHE5KSWH2Nz,,,,,38.3642,-76.4378,anonymous,EN,6692fc372bd15cf7a058bada,21,Female,,White or Caucasian,,N/A,KLM,5,6,6,"I enjoyed the social media feed that I had just browsed! It was very interesting to see everything, especially the animal/nature posts. The only thing I particularly disliked was the sports feed, but that is only because I'm not interested in sports. Overall, I liked browsing the social media feed.","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,6692fc372bd15cf7a058bada,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Lusby,MD,20657
2024-08-15 22:13:30,2024-08-15 22:15:59,IP Address,73.89.75.99,100,148,True,2024-08-15 22:16:00,R_63gnA1HPVaOf2OK,,,,,42.481,-71.1563,anonymous,EN,6664b7346408ebc8a3d7ea2a,42,Female,,White or Caucasian,,"I saw Madonna twice, Michael Jackson, an architectural firm, a soccer star. I don't remember brand names. ",I do not recall any sponsored posts,4,4,4,"The feed was Brazil focused and it was full of beautiful photos of places, and a few celebrities both music and athletes. I liked how beautiful the photos were. ","No, I was not aware of any flooding in Brazil before this survey.",No,,6664b7346408ebc8a3d7ea2a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Woburn,MA,01801
2024-08-15 22:12:33,2024-08-15 22:16:21,IP Address,107.180.172.35,100,227,True,2024-08-15 22:16:21,R_5ugpM7iZihyHl2p,,,,,41.4128,-81.5607,anonymous,EN,6697e617f0e8a10842dc32d0,22,Male,,Black or African American,,n/a,I do not recall any sponsored posts,4,4,4,"Entertaining,fun,educative and inspiring","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,6697e617f0e8a10842dc32d0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,,,
2024-08-15 22:15:06,2024-08-15 22:16:29,IP Address,72.11.11.238,100,82,True,2024-08-15 22:16:29,R_5dodvafrEOhqCPF,,,,,41.2518,-84.1448,anonymous,EN,5eb29a3db97d6b0008d24a1a,47,Male,,White or Caucasian,,n/a,"Rituals,I do not recall any sponsored posts",4,4,4,It was typical of Twitter when something like a major flood happens.,"No, I was not aware of any flooding in Brazil before this survey.",No,,5eb29a3db97d6b0008d24a1a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Holgate,OH,43527
2024-08-15 22:09:27,2024-08-15 22:16:39,IP Address,174.165.170.150,100,432,True,2024-08-15 22:16:40,R_65Ftb8ycTFyaWtZ,,,,,47.8561,-121.9467,anonymous,EN,55b6ed4afdf99b437183fa6f,51,Female,,White or Caucasian,,N/A,I do not recall any sponsored posts,4,5,5,"The social media feed seemed like a regular feed. I liked how there were many people posting about the flooding in Brazil and letting people know where they could donate or how they could help, and just keeping people updated. I like how social media is used to get information out so people know what's really happening and what they can do to help. ","No, I was not aware of any flooding in Brazil before this survey.",No,,55b6ed4afdf99b437183fa6f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Marysville,WA,98270
2024-08-15 22:15:03,2024-08-15 22:16:55,IP Address,107.127.49.137,100,111,True,2024-08-15 22:16:55,R_15lMHrfsHIQZQ0F,,,,,33.5226,-86.8033,anonymous,EN,5f97441c31cb470e56f1eb05,24,Male,,White or Caucasian,,N/a,I do not recall any sponsored posts,5,5,6,"I enjoyed that multiple communities were commenting about the Brazil flooding issue. ","Yes, I had heard something about flooding in Brazil but didn't know the details.",Yes:,,5f97441c31cb470e56f1eb05,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/127.0.6533.107 Mobile/15E148 Safari/604.1",,AL,
2024-08-15 22:14:46,2024-08-15 22:17:02,IP Address,71.205.102.29,100,136,True,2024-08-15 22:17:03,R_546SkG8yLyGh2Nj,,,,,39.4844,-106.0192,anonymous,EN,62ddaf6866360121676c29c3,43,Male,,White or Caucasian,,"A tour company, but not the specific brand",KLM,3,3,3,It was very depressing and it's a terrible situation in Brazil at present. The ad seemed 'tone deaf' given the subject matter.,"Yes, I was fully aware of the floods in southern Brazil.",No,,62ddaf6866360121676c29c3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Breckenridge,CO,80424
2024-08-15 22:15:06,2024-08-15 22:17:02,IP Address,195.222.127.203,100,116,True,2024-08-15 22:17:03,R_1rIkUzqNxM2tqtH,,,,,39.0469,-77.4903,anonymous,EN,66a7f235ae333cc721946f87,52,Female,,Black or African American,,Fortnite community,I do not recall any sponsored posts,7,7,7,The sad part of brazil being flooded,"No, I was not aware of any flooding in Brazil before this survey.",Yes:,,66a7f235ae333cc721946f87,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Ashburn,VA,20149
2024-08-15 22:15:14,2024-08-15 22:17:13,IP Address,99.116.14.216,100,119,True,2024-08-15 22:17:14,R_8SxETi4ErjDvIgq,,,,,30.1569,-95.7414,anonymous,EN,63efaace5197dda4627d742f,45,Female,,White or Caucasian,,I paid more attention to the pictures and what was written.  I don't remember a single ad/brand,I do not recall any sponsored posts,4,4,4,"I was saddened to see all the devastation from the flooding.  As someone who has experienced this first hand and lost everything, my heart was heavy for those impacted.","No, I was not aware of any flooding in Brazil before this survey.",No,,63efaace5197dda4627d742f,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Magnolia,TX,77355
2024-08-15 22:13:22,2024-08-15 22:17:21,IP Address,70.172.10.126,100,239,True,2024-08-15 22:17:22,R_7rAYCisudDcFITI,,,,,33.3121,-111.8213,anonymous,EN,5bae077b542eed0001384369,45,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,I just noticed a lot of pictures with flooding. I didn't like or dislike anything.,"No, I was not aware of any flooding in Brazil before this survey.",No,,5bae077b542eed0001384369,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Chandler,AZ,85226
2024-08-15 22:16:10,2024-08-15 22:17:23,IP Address,173.76.17.37,100,72,True,2024-08-15 22:17:23,R_3i2tvtXs99taf2p,,,,,42.6191,-70.8589,anonymous,EN,5d6349209b22da000117b1bd,41,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,5,6,5,seemed like a standard feed,"No, I was not aware of any flooding in Brazil before this survey.",No,,5d6349209b22da000117b1bd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",South Hamilton,MA,01982
2024-08-15 22:15:04,2024-08-15 22:17:32,IP Address,24.61.22.128,100,147,True,2024-08-15 22:17:33,R_5DdOGkiwJBdR237,,,,,42.3737,-71.1284,anonymous,EN,663106e96df4bd5c58482e29,29,Male,,White or Caucasian,,"Some soccer teams, news sources talking about Madonna, and some travel ads",I do not recall any sponsored posts,5,4,4,"It was fine, thought it was off that so much of it was about Madonna though ","No, I was not aware of any flooding in Brazil before this survey.",No,,663106e96df4bd5c58482e29,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36",Cambridge,MA,02138
2024-08-15 22:16:09,2024-08-15 22:17:33,IP Address,68.197.202.77,100,83,True,2024-08-15 22:17:34,R_177KBDnmQ8mRMBc,,,,,40.4551,-74.4871,anonymous,EN,63d13cb81a0a88a3ce29e33f,39,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,There was certainly a lot about Madonna. I didn't understand the plane post in reference to the Timberwolves.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,63d13cb81a0a88a3ce29e33f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",North Brunswick,NJ,08902
2024-08-15 22:15:40,2024-08-15 22:17:47,IP Address,99.51.186.137,100,126,True,2024-08-15 22:17:48,R_5HqaWYFNuUg0TYT,,,,,30.3471,-97.7649,anonymous,EN,66bb92f9ac144b88068a5324,36,Male,,White or Caucasian,,"KLM airlines - Madonna ",KLM,4,5,6,"Seemed like a typical feed of someone who likes or lives in Brazil ","No, I was not aware of any flooding in Brazil before this survey.",No,,66bb92f9ac144b88068a5324,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Austin,TX,78731
2024-08-15 22:17:04,2024-08-15 22:18:34,IP Address,73.206.9.212,100,90,True,2024-08-15 22:18:35,R_3zGtt2J5FySXIHT,,,,,30.1038,-95.5057,anonymous,EN,5ef6230fad58c02c852594e6,29,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,"I liked the posts about the animals and the pretty views, I also enjoyed the Michael Jackson post","No, I was not aware of any flooding in Brazil before this survey.",No,,5ef6230fad58c02c852594e6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Spring,TX,77388
2024-08-15 22:16:17,2024-08-15 22:18:35,IP Address,108.12.238.209,100,137,True,2024-08-15 22:18:36,R_6iEDezOEm0wQxxL,,,,,41.874,-71.3844,anonymous,EN,669b480c1c3e5baa7ed900eb,42,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,i was surprised to see so much madonna.  didn't recognize an ad. i liked the birds.,"No, I was not aware of any flooding in Brazil before this survey.",No,,669b480c1c3e5baa7ed900eb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Pawtucket,RI,02860
2024-08-15 22:14:22,2024-08-15 22:18:40,IP Address,174.51.193.191,100,258,True,2024-08-15 22:18:41,R_1WcF0qg11YFVmtH,,,,,38.9488,-104.7677,anonymous,EN,5ca4b562613eb10015b6e5f8,45,Female,,White or Caucasian,,Madonna was the only brand I actually notice. My mind tends to overlook ads as a habbit and I did it just now. I was just interested in the content.,I do not recall any sponsored posts,7,7,7,Now i do remember seeing the ad but as far as the content I loved seeing the nature. I loved the birds and the sun set and the trees.,"No, I was not aware of any flooding in Brazil before this survey.",No,,5ca4b562613eb10015b6e5f8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Colorado Springs,CO,80920
2024-08-15 22:17:18,2024-08-15 22:18:54,IP Address,199.80.74.68,100,95,True,2024-08-15 22:18:54,R_1TtaYwCBE0qc0Y8,,,,,29.9813,-90.1663,anonymous,EN,5bf311373a5bf00001401f64,38,Male,,Black or African American,,n/a,I do not recall any sponsored posts,5,5,5,The social media feed was mixed with different tweets about the flood and Brazil. I liked the awareness being raised.,"No, I was not aware of any flooding in Brazil before this survey.",No,,5bf311373a5bf00001401f64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Metairie,LA,70001
2024-08-15 22:14:33,2024-08-15 22:19:25,IP Address,174.62.229.26,100,292,True,2024-08-15 22:19:26,R_7cWzbs0H3FbYw0x,,,,,41.7405,-87.6587,anonymous,EN,5d6376ec7e447f001c971315,67,Female,,Black or African American,,I don't remember. I tend to not pay attention to brands and ads,I do not recall any sponsored posts,4,4,4,"It's not something I would normally read, I don't use social media. If it was in news I probably read a story about it. I don't know what I would like about a social media feed, I have no experience with that.",I'm not sure if I was aware of the flooding in Brazil.,No,,5d6376ec7e447f001c971315,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,Chicago,IL,60620
2024-08-15 22:18:00,2024-08-15 22:19:34,IP Address,47.224.61.117,100,93,True,2024-08-15 22:19:34,R_7QKEX2wbqX8jFjn,,,,,44.8165,-85.5808,anonymous,EN,664e120e82d5855d8f0ed737,43,Female,,White or Caucasian,,Airport,I do not recall any sponsored posts,4,5,4,I thought the photograph shared were very compelling.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,664e120e82d5855d8f0ed737,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15",Traverse City,MI,49685
2024-08-15 22:17:46,2024-08-15 22:19:57,IP Address,35.145.85.28,100,130,True,2024-08-15 22:19:57,R_6tW3CWk0TtM2WeR,,,,,29.0236,-80.9594,anonymous,EN,569298838d93fe000dfa033c,73,Female,,White or Caucasian,,n/a,KLM,4,4,4,I enjoyed the posts of photos of animals.,"No, I was not aware of any flooding in Brazil before this survey.",No,,569298838d93fe000dfa033c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",New Smyrna Beach,FL,32168
2024-08-15 22:15:22,2024-08-15 22:20:14,IP Address,172.56.221.172,100,291,True,2024-08-15 22:20:15,R_2jMxd6pyLT6hTNv,,,,,40.0172,-75.0883,anonymous,EN,6669f0a8904b9693c3fc348c,28,Male,,White or Caucasian,,N/A,I do not recall any sponsored posts,4,4,4,It really is touching and dis-heartening for the occupants of brazil,"Yes, I was fully aware of the floods in southern Brazil.",No,,6669f0a8904b9693c3fc348c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Lagos,LA,
2024-08-15 22:18:35,2024-08-15 22:20:30,IP Address,212.116.254.115,100,114,True,2024-08-15 22:20:30,R_71kGKFRWbAe7AcN,,,,,39.0469,-77.4903,anonymous,EN,6578ae6e6457e054e58a7c2d,80,Male,,White or Caucasian,,KLM,KLM,6,6,6,I liked how it showed that thereis more to enjoy in brazil from their nature to their nice people everywhere.,"No, I was not aware of any flooding in Brazil before this survey.",No,,6578ae6e6457e054e58a7c2d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Ashburn,VA,20149
2024-08-15 22:14:58,2024-08-15 22:20:31,IP Address,35.148.69.139,100,333,True,2024-08-15 22:20:32,R_6CSNWOQXbURZDCp,,,,,43.7409,-87.7298,anonymous,EN,6642db87936f64e56b101a9b,34,Female,,White or Caucasian,,"KLM, Madonna",KLM,4,4,4,It appeared to be mostly about singers in Brazil and traveling in Brazil. I liked most the pictures of interesting wildlife. I don't care for Madonna so I didn't like posts about her much.,"No, I was not aware of any flooding in Brazil before this survey.",Yes:,I found it to be an interesting study.,6642db87936f64e56b101a9b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,Sheboygan,WI,53081
2024-08-15 22:18:45,2024-08-15 22:20:45,IP Address,76.88.45.218,100,120,True,2024-08-15 22:20:46,R_7ayOP5GEJqdOaqw,,,,,34.0138,-118.4405,anonymous,EN,66b39a46a05b3b92c8ece384,28,Male,,White or Caucasian,,"Airline brand, hotel brand?",KLM,2,2,2,"I liked the tweets that showed data, did not like the stuff about the singer as much. ","No, I was not aware of any flooding in Brazil before this survey.",No,,66b39a46a05b3b92c8ece384,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Los Angeles,CA,90066
2024-08-15 22:10:28,2024-08-15 22:20:46,IP Address,172.56.169.248,100,617,True,2024-08-15 22:20:46,R_58RF1pw7TvZYavc,,,,,38.5347,-121.4442,anonymous,EN,6697953e9a3629ebf4a4d3eb,22,Female,,Black or African American,,KLM,KLM,6,7,7,"I actually liked the variety of content in the feed, but some posts felt a bit repetitive.","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,6697953e9a3629ebf4a4d3eb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Sacramento,CA,95821
2024-08-15 22:19:15,2024-08-15 22:20:58,IP Address,72.224.24.6,100,102,True,2024-08-15 22:20:58,R_11z2LmAIVATho7a,,,,,43.1493,-76.2221,anonymous,EN,663043f63dbecb9fd3c400e8,26,Female,,White or Caucasian,,N/a,I do not recall any sponsored posts,4,4,4,I enjoyed the pictures of the animals and landscape of Brazil. I did not like the pictures and articles of Madonna and other musicians,"No, I was not aware of any flooding in Brazil before this survey.",No,,663043f63dbecb9fd3c400e8,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",Cicero,NY,13039
2024-08-15 22:18:36,2024-08-15 22:21:20,IP Address,99.45.242.30,100,164,True,2024-08-15 22:21:20,R_6fJoG6q5GHg5Uiw,,,,,28.8851,-81.3093,anonymous,EN,66775994d493483bdacb6fa6,24,Prefer to self-describe,Gender Fluid,Black or African American,,n/a,"KLM,Rituals,I do not recall any sponsored posts",4,4,4,"No particular feelings or thoughts, just generally liking and looking into the Madonna posts and not much else there really caught or captured my attention. ","No, I was not aware of any flooding in Brazil before this survey.",No,,66775994d493483bdacb6fa6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",DeBary,FL,32713
2024-08-15 22:18:42,2024-08-15 22:21:36,IP Address,76.106.167.221,100,174,True,2024-08-15 22:21:37,R_7xRxtGk54viPH6h,,,,,30.0093,-81.4221,anonymous,EN,655622d420556b53d5b1a654,61,Female,,Black or African American,,recall one for a travel agent dont recall the name,I do not recall any sponsored posts,4,4,2,It was depressing. I didn't like the ads that were promoting tourism.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,655622d420556b53d5b1a654,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Saint Augustine,FL,32095
2024-08-15 22:19:17,2024-08-15 22:21:46,IP Address,35.146.187.23,100,149,True,2024-08-15 22:21:47,R_6YyRptXZ1nu74cP,,,,,31.033,-97.676,anonymous,EN,5c101f812a1a620001f04007,69,Female,,White or Caucasian,,n/a,KLM,5,5,5,Loved the nature pics!  I don't know too much about KLM.,"No, I was not aware of any flooding in Brazil before this survey.",No,,5c101f812a1a620001f04007,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Killeen,TX,76543
2024-08-15 22:17:33,2024-08-15 22:21:53,IP Address,62.164.249.159,100,259,True,2024-08-15 22:21:53,R_5JFVN4i5kOfR4lC,,,,,39.953,-83.0767,anonymous,EN,65e16b19502347e2c3fd46cf,27,Male,,Black or African American,,n/a,I do not recall any sponsored posts,4,4,4,"I disliked the fact that majority of the feed were all sad news, seeing that the global village is not doing fine","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,65e16b19502347e2c3fd46cf,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Brooklyn,NY,11220
