participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.tweets,participant.finished,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.topics,session.config.show_cta,session.config.briefing,session.config.condition_col,session.config.search_term,session.config.full_name,session.config.dwell_threshold,session.config.participation_fee,session.config.survey_link,session.config.cta_text,session.config.study_name,session.config.delimiter,session.config.copy_text,session.config.eMail,session.config.real_world_currency_per_point,session.config.channel_type,session.config.sort_by,session.config.name,session.config.data_path,session.config.url_param,session.config.title,session.prolific_completion_url,session.completion_code,DICE.1.player.id_in_group,DICE.1.player.role,DICE.1.player.payoff,DICE.1.player.feed_condition,DICE.1.player.sequence,DICE.1.player.scroll_sequence,DICE.1.player.viewport_data,DICE.1.player.rowheight_data,DICE.1.player.likes_data,DICE.1.player.replies_data,DICE.1.player.promoted_post_clicks,DICE.1.player.touch_capability,DICE.1.player.device_type,DICE.1.player.screen_resolution,DICE.1.group.id_in_subsession,DICE.1.subsession.round_number,DICE.1.subsession.feed_conditions,DICE.1.subsession.FEED
1,0kq3phv2,60e3ba0917afa9b2df09f43e,0,4,5,DICE,D_Redirect,2024-10-11 20:44:43.865212,1,,,0.0,   doc_id            datetime  ... color_class sequence 2       2 2022-03-22 08:30:00  ...          p7      1.0 1       1 2022-03-22 06:00:00  ...          p7      2.0 0       0 2022-03-01 06:00:00  ...          p3      3.0 4       4 2022-03-24 06:00:00  ...          p3      4.0 3       3 2022-03-22 06:00:00  ...          p2      5.0  [5 rows x 25 columns],1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,1,,0.0,A,"2, 1, 0, 4, 3",is-i2-i1-i1-i3,"[{""doc_id"":2,""duration"":3.596},{""doc_id"":1,""duration"":0.841},{""doc_id"":0,""duration"":1.094},{""doc_id"":4,""duration"":0.222},{""doc_id"":3,""duration"":2.543}]","[{""doc_id"":2,""height"":569},{""doc_id"":1,""height"":666},{""doc_id"":0,""height"":687},{""doc_id"":4,""height"":390},{""doc_id"":3,""height"":397},{""doc_id"":null,""height"":319},{""doc_id"":null,""height"":319}]","[{""doc_id"":2,""liked"":false},{""doc_id"":1,""liked"":false},{""doc_id"":0,""liked"":false},{""doc_id"":4,""liked"":false},{""doc_id"":3,""liked"":false}]","[{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false},{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":3,""reply"":"""",""hasReply"":false}]",[],1,Mobile,384x857,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
12,ypyzgylw,6101d3dd8a5037f20dfc505f,0,4,5,DICE,D_Redirect,2024-10-11 20:53:38.727536,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,12,,0.0,B,"6, 8, 5, 9, 7",is-i6-i6-i6-i6-i6-i6-i6-i6-i6-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i5-i9-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i9-i9,"[{""doc_id"":6,""duration"":7.498},{""doc_id"":8,""duration"":9.866},{""doc_id"":5,""duration"":5.821},{""doc_id"":9,""duration"":3.303},{""doc_id"":7,""duration"":13.662},{""doc_id"":9,""duration"":1.585},{""doc_id"":7,""duration"":0.925}]","[{""doc_id"":6,""height"":481},{""doc_id"":8,""height"":506},{""doc_id"":5,""height"":482},{""doc_id"":9,""height"":893},{""doc_id"":7,""height"":482},{""doc_id"":null,""height"":297},{""doc_id"":null,""height"":297}]","[{""doc_id"":6,""liked"":false},{""doc_id"":8,""liked"":true},{""doc_id"":5,""liked"":false},{""doc_id"":9,""liked"":false},{""doc_id"":7,""liked"":false}]","[{""doc_id"":6,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false},{""doc_id"":5,""reply"":"""",""hasReply"":false},{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",0,Desktop,1920x1080,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
13,a8n92fov,59f0acf65de9b000017ed914,0,4,5,DICE,D_Redirect,2024-10-11 20:53:47.265913,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,13,,0.0,A,"4, 1, 2, 0, 3",is-i4-i4-i1-i1-i1-i1-i1-i2-i0-i0-i0-i3,"[{""doc_id"":4,""duration"":7.874},{""doc_id"":1,""duration"":5.216},{""doc_id"":2,""duration"":2.684},{""doc_id"":0,""duration"":4.017},{""doc_id"":3,""duration"":4.194}]","[{""doc_id"":4,""height"":409},{""doc_id"":1,""height"":710},{""doc_id"":2,""height"":606},{""doc_id"":0,""height"":736},{""doc_id"":3,""height"":417},{""doc_id"":null,""height"":321},{""doc_id"":null,""height"":321}]","[{""doc_id"":4,""liked"":true},{""doc_id"":1,""liked"":true},{""doc_id"":2,""liked"":false},{""doc_id"":0,""liked"":true},{""doc_id"":3,""liked"":false}]","[{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false},{""doc_id"":3,""reply"":"""",""hasReply"":false}]",[],1,Mobile,414x896,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
14,cy0ntn8w,6117fce606a21a8542f450a0,0,4,5,DICE,D_Redirect,2024-10-11 20:55:08.138552,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,14,,0.0,B,"9, 7, 8, 5, 6",is-i9-i7-i7-i7-i7-i7-i7-i7-i7-i8-i8-i8-i8-i8-i8-i7-i7-i7-i7-i7-i7-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i7-i8-i8-i5-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6,"[{""doc_id"":9,""duration"":10.229},{""doc_id"":7,""duration"":22.652},{""doc_id"":8,""duration"":18.188},{""doc_id"":7,""duration"":2.687},{""doc_id"":8,""duration"":0.52},{""doc_id"":5,""duration"":4.542},{""doc_id"":6,""duration"":11.893}]","[{""doc_id"":9,""height"":892},{""doc_id"":7,""height"":482},{""doc_id"":8,""height"":506},{""doc_id"":5,""height"":482},{""doc_id"":6,""height"":482},{""doc_id"":null,""height"":297}]","[{""doc_id"":9,""liked"":false},{""doc_id"":7,""liked"":true},{""doc_id"":8,""liked"":false},{""doc_id"":5,""liked"":false},{""doc_id"":6,""liked"":false}]","[{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false},{""doc_id"":5,""reply"":"""",""hasReply"":false},{""doc_id"":6,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",0,Desktop,1366x768,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
15,329is5bv,66699eddd7abf30f92a50167,0,4,5,DICE,D_Redirect,2024-10-11 20:55:52.346873,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,15,,0.0,A,"2, 4, 1, 3, 0",is-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i4-i4-i4-i4-i4-i1-i4-i4-i4-i4-i1-i3-i0,"[{""doc_id"":2,""duration"":22.207},{""doc_id"":4,""duration"":6.716},{""doc_id"":1,""duration"":2.567},{""doc_id"":3,""duration"":2.983},{""doc_id"":0,""duration"":3.333}]","[{""doc_id"":2,""height"":814},{""doc_id"":4,""height"":481},{""doc_id"":1,""height"":917},{""doc_id"":3,""height"":493},{""doc_id"":0,""height"":995},{""doc_id"":null,""height"":297}]","[{""doc_id"":2,""liked"":true},{""doc_id"":4,""liked"":true},{""doc_id"":1,""liked"":false},{""doc_id"":3,""liked"":false},{""doc_id"":0,""liked"":false}]","[{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":3,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false}]",[],0,Desktop,1440x900,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
16,0vsd3d27,66bc15c01a61eab53ae6c6f4,0,4,5,DICE,D_Redirect,2024-10-11 20:57:13.791344,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,16,,0.0,B,"5, 9, 8, 7, 6",is-i5-i5-i5-i5-i5-i5-i5-i5-i5-i5-i5-i5-i5-i5-i5-i5-i5-i5-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i8-i8-i8-i7-i6,"[{""doc_id"":5,""duration"":8.123},{""doc_id"":9,""duration"":8.875},{""doc_id"":8,""duration"":6.289},{""doc_id"":7,""duration"":11.043},{""doc_id"":6,""duration"":14.772}]","[{""doc_id"":5,""height"":481},{""doc_id"":9,""height"":893},{""doc_id"":8,""height"":506},{""doc_id"":7,""height"":482},{""doc_id"":6,""height"":482},{""doc_id"":null,""height"":297}]","[{""doc_id"":5,""liked"":false},{""doc_id"":9,""liked"":false},{""doc_id"":8,""liked"":false},{""doc_id"":7,""liked"":false},{""doc_id"":6,""liked"":false}]","[{""doc_id"":5,""reply"":"""",""hasReply"":false},{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false},{""doc_id"":6,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",0,Desktop,1920x1080,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
17,d655oz4k,6365b5599c1775edb6d46be4,0,4,5,DICE,D_Redirect,2024-10-11 20:57:30.239229,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,17,,0.0,A,"4, 0, 1, 2, 3",is-i4-i4-i4-i4-i4-i4-i4-i4-i0-i0-i0-i4-i4-i4-i4-i4-i4-i4-i0-i0-i0-i0-i0-i3-i3-i3-i3,"[{""doc_id"":4,""duration"":4.944},{""doc_id"":0,""duration"":2.254},{""doc_id"":3,""duration"":1.605},{""doc_id"":3,""duration"":2.771}]","[{""doc_id"":4,""height"":480},{""doc_id"":0,""height"":995},{""doc_id"":1,""height"":917},{""doc_id"":2,""height"":790},{""doc_id"":3,""height"":493},{""doc_id"":null,""height"":296},{""doc_id"":null,""height"":296}]","[{""doc_id"":4,""liked"":true},{""doc_id"":0,""liked"":true},{""doc_id"":1,""liked"":false},{""doc_id"":2,""liked"":false},{""doc_id"":3,""liked"":true}]","[{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false},{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":3,""reply"":"""",""hasReply"":false}]",[],0,Desktop,1300x730,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
18,zpqsx8d6,66c27d886c71bc59b3f67a74,0,4,5,DICE,D_Redirect,2024-10-11 20:58:42.722801,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,18,,0.0,B,"5, 9, 6, 8, 7",is-i5-i5-i5-i5-i9-i9-i6-i6-i6-i6-i8-i7-i7-i7-i7-i7-i7-i7-i7-i8-i8-i8-i8-i8,"[{""doc_id"":5,""duration"":10.143},{""doc_id"":9,""duration"":2.625},{""doc_id"":6,""duration"":3.134},{""doc_id"":8,""duration"":2.745},{""doc_id"":7,""duration"":9.078},{""doc_id"":8,""duration"":5.198},{""doc_id"":6,""duration"":2.606},{""doc_id"":8,""duration"":0.125},{""doc_id"":7,""duration"":1.122}]","[{""doc_id"":5,""height"":481},{""doc_id"":9,""height"":893},{""doc_id"":6,""height"":482},{""doc_id"":8,""height"":506},{""doc_id"":7,""height"":482},{""doc_id"":null,""height"":297},{""doc_id"":null,""height"":297}]","[{""doc_id"":5,""liked"":false},{""doc_id"":9,""liked"":false},{""doc_id"":6,""liked"":false},{""doc_id"":8,""liked"":false},{""doc_id"":7,""liked"":false}]","[{""doc_id"":5,""reply"":"""",""hasReply"":false},{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":6,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",0,Desktop,1366x768,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
19,dv6cbny1,66f21c08e32dccbb7b7bb996,0,3,5,DICE,C_Feed,2024-10-11 20:58:45.388841,1,,,0.0,   doc_id            datetime  ... color_class sequence 3       3 2022-03-22 06:00:00  ...          p2      1.0 1       1 2022-03-22 06:00:00  ...          p7      2.0 2       2 2022-03-22 08:30:00  ...          p7      3.0 4       4 2022-03-24 06:00:00  ...          p3      4.0 0       0 2022-03-01 06:00:00  ...          p3      5.0  [5 rows x 25 columns],,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,19,,0.0,A,"3, 1, 2, 4, 0",,,,,,,,,,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
20,v9mplo3z,670181df01d5807d3bca5093,0,4,5,DICE,D_Redirect,2024-10-11 20:59:08.751107,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,20,,0.0,B,"8, 9, 5, 7, 6",is-i9-i6-i8-i7-i6,"[{""doc_id"":8,""duration"":4.101},{""doc_id"":9,""duration"":1.966},{""doc_id"":5,""duration"":0.9},{""doc_id"":7,""duration"":0.5},{""doc_id"":6,""duration"":0.367},{""doc_id"":6,""duration"":2.216},{""doc_id"":7,""duration"":0.267},{""doc_id"":5,""duration"":0.316},{""doc_id"":9,""duration"":0.233},{""doc_id"":8,""duration"":5.755},{""doc_id"":9,""duration"":1.383},{""doc_id"":5,""duration"":3.567},{""doc_id"":7,""duration"":3.817},{""doc_id"":6,""duration"":7.351}]","[{""doc_id"":8,""height"":400},{""doc_id"":9,""height"":652},{""doc_id"":5,""height"":401},{""doc_id"":7,""height"":425},{""doc_id"":6,""height"":401},{""doc_id"":null,""height"":320},{""doc_id"":null,""height"":320},{""doc_id"":null,""height"":320}]","[{""doc_id"":8,""liked"":false},{""doc_id"":9,""liked"":false},{""doc_id"":5,""liked"":false},{""doc_id"":7,""liked"":false},{""doc_id"":6,""liked"":false}]","[{""doc_id"":8,""reply"":"""",""hasReply"":false},{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":5,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false},{""doc_id"":6,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",1,Mobile,390x844,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
21,vq48x1ds,58503134ed99c80001cebc0a,0,4,5,DICE,D_Redirect,2024-10-11 20:59:26.558349,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,21,,0.0,A,"1, 4, 0, 2, 3",is-i1-i4-i4-i4-i4-i4-i4-i4-i4-i1-i1-i1-i1-i1-i4-i4-i4-i4-i4-i4-i4-i0-i2-i3-i3-i3,"[{""doc_id"":1,""duration"":38.167},{""doc_id"":4,""duration"":6.683},{""doc_id"":0,""duration"":2.7},{""doc_id"":2,""duration"":6.233},{""doc_id"":3,""duration"":9.135}]","[{""doc_id"":1,""height"":891},{""doc_id"":4,""height"":470},{""doc_id"":0,""height"":967},{""doc_id"":2,""height"":793},{""doc_id"":3,""height"":482},{""doc_id"":null,""height"":297}]","[{""doc_id"":1,""liked"":true},{""doc_id"":4,""liked"":false},{""doc_id"":0,""liked"":false},{""doc_id"":2,""liked"":false},{""doc_id"":3,""liked"":false}]","[{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false},{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":3,""reply"":"""",""hasReply"":false}]",[],0,Desktop,1920x1080,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
22,gnh8oqi2,663d6f6cf15368bab6c85c33,0,4,5,DICE,D_Redirect,2024-10-11 20:59:59.479969,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,22,,0.0,B,"9, 7, 5, 6, 8",is-i9-i9-i9-i9-i9-i9-i9-i7-i7-i7-i7-i7-i7-i7-i5-i5-i5-i7-i7-i7-i7-i5-i5-i5-i6-i6-i5-i5-i6-i6-i6-i6-i8-i8-i8-i8-i8-i8-i8-i8-i6-i6-i5-i5-i5-i7-i7-i7-i9-i9-i9-i6,"[{""doc_id"":9,""duration"":11.126},{""doc_id"":7,""duration"":17.789},{""doc_id"":5,""duration"":17.94},{""doc_id"":6,""duration"":12.251},{""doc_id"":8,""duration"":12.873},{""doc_id"":6,""duration"":2.778},{""doc_id"":5,""duration"":4.582},{""doc_id"":7,""duration"":3.655},{""doc_id"":9,""duration"":1.89},{""doc_id"":7,""duration"":0.276},{""doc_id"":5,""duration"":0.513},{""doc_id"":6,""duration"":0.426},{""doc_id"":8,""duration"":1.155}]","[{""doc_id"":9,""height"":606},{""doc_id"":7,""height"":405},{""doc_id"":5,""height"":381},{""doc_id"":6,""height"":381},{""doc_id"":8,""height"":405},{""doc_id"":null,""height"":321},{""doc_id"":null,""height"":321}]","[{""doc_id"":9,""liked"":false},{""doc_id"":7,""liked"":true},{""doc_id"":5,""liked"":true},{""doc_id"":6,""liked"":false},{""doc_id"":8,""liked"":false}]","[{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false},{""doc_id"":5,""reply"":"""",""hasReply"":false},{""doc_id"":6,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",1,Mobile,360x780,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
