StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,otf,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-10-15 17:23:32,2024-10-15 17:28:06,IP Address,185.124.63.160,100,274,True,2024-10-15 17:28:06,R_1atE32n4ZlyPxN7,,,,,38.721,-75.0752,anonymous,EN,66af8b16d5325f5b5d87c6bc,26,Female,,White or Caucasian,,I really like this study. 9Age,"Samsung,LG",I really enjoy this study very much. Thank you.,No,,66af8b16d5325f5b5d87c6bc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Rehoboth Beach,DE,19971
2024-10-15 17:21:42,2024-10-15 17:28:12,IP Address,50.217.91.178,100,390,True,2024-10-15 17:28:13,R_3mcGk44DpT32Qfv,,,,,26.348,-80.1498,anonymous,EN,611115eb23d02f639a39f61e,27,Female,,"Black or African American,Asian",,Bose and Nintendo,"Bose,Nintendo,JBL,Verizon",Sometimes there is too many especially if it’s an influencer being sponsored by the company.,No,,611115eb23d02f639a39f61e,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",Boca Raton,FL,33433
2024-10-15 17:27:23,2024-10-15 17:28:51,IP Address,35.150.183.140,100,88,True,2024-10-15 17:28:52,R_5hzHv3yZ2moEz4U,,,,,42.9938,-84.157,anonymous,EN,5fa62963d5f64b209953d321,33,Female,,White or Caucasian,,"Samsung, Nintendo","Nintendo,Samsung",I thought some of the memes were pretty funny. I always quickly scroll past ads because I don't want to see them.,No,,5fa62963d5f64b209953d321,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Owosso,MI,48867
2024-10-15 17:27:04,2024-10-15 17:29:08,IP Address,99.177.206.138,100,123,True,2024-10-15 17:29:08,R_5oRvaZP9EXhquK6,,,,,25.992,-80.2702,anonymous,EN,5ce753de5434fd001b47e9fc,28,Male,,Black or African American,,n/a,I do not recall any sponsored posts,"Some of the posts were funny but just too many of them, I was becoming uninterested halfway through.",No,,5ce753de5434fd001b47e9fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Miramar,FL,33025
2024-10-15 17:27:15,2024-10-15 17:29:15,IP Address,98.168.214.32,100,120,True,2024-10-15 17:29:16,R_6PdwPI7zvtjfzAs,,,,,41.2969,-95.9674,anonymous,EN,55678ac4fdf99b02081d82c2,29,Male,,White or Caucasian,,Bose,"Bose,Spotify",I wish there was a report button for the ads as I usually block or report all sponsored content and ads,No,,55678ac4fdf99b02081d82c2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Omaha,NE,68111
2024-10-15 17:24:17,2024-10-15 17:29:20,IP Address,68.8.122.242,100,303,True,2024-10-15 17:29:21,R_1OuZ6cIs5kEH1nF,,,,,32.7449,-117.165,anonymous,EN,66aba865d7b13e3fd67b79e4,34,Female,,"White or Caucasian,Black or African American",,"Bose, Apple","Bose,Apple,Nintendo,Beats by Dre","It all felt like the same kind of pessimistic, dark humor about life vibe. Not what I would normally gravitate towards. Maybe for a little bit because I do find it funny, but only so much.",No,,66aba865d7b13e3fd67b79e4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",San Diego,CA,92103
2024-10-15 17:25:13,2024-10-15 17:29:52,IP Address,104.251.81.72,100,279,True,2024-10-15 17:29:52,R_7GKauDTlbmQz1Mx,,,,,37.751,-97.822,anonymous,EN,6607112e33d4fd1fb766d2e2,49,Male,,Black or African American,,bose,Bose,"I like the memes ""literally things are falling out of hands""",No,,6607112e33d4fd1fb766d2e2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",,,
2024-10-15 17:28:46,2024-10-15 17:30:01,IP Address,107.127.49.121,100,75,True,2024-10-15 17:30:02,R_7i8NZbaiA18RkyW,,,,,33.5226,-86.8033,anonymous,EN,66ee9436fdc916ec83068569,33,Female,,White or Caucasian,,"Apple, SpongeBob ","Apple,Dell,Beats by Dre",It was random unrelated memes that would appear on someone’s feed,Yes:,,66ee9436fdc916ec83068569,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",,TN,
2024-10-15 17:26:57,2024-10-15 17:30:04,IP Address,62.164.250.73,100,186,True,2024-10-15 17:30:05,R_63gzAP1uHdldOlb,,,,,40.6375,-74.0216,anonymous,EN,66857af993dcf9649eefd9f5,21,Male,,Black or African American,,n/a,"Bose,Apple,Samsung","The social media feed was very interesting ",No,,66857af993dcf9649eefd9f5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Brooklyn,NY,11220
2024-10-15 17:28:44,2024-10-15 17:30:13,IP Address,142.255.79.138,100,89,True,2024-10-15 17:30:14,R_1hhy1iAdo0ZzmSs,,,,,40.6643,-73.9763,anonymous,EN,66d7e15e572eeda7a6b01c83,27,Female,,White or Caucasian,,n/a,"Nintendo,GoPro",I liked the memes they are very relatable. Prefer shorter posts like the ones in the feed,No,,66d7e15e572eeda7a6b01c83,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Brooklyn,NY,11215
2024-10-15 17:26:38,2024-10-15 17:30:22,IP Address,70.166.213.10,100,223,True,2024-10-15 17:30:23,R_7syL7HHisLhIpRF,,,,,33.5401,-112.3161,anonymous,EN,67000832038953b51d38c7ba,28,Male,,White or Caucasian,,"i do not remember seeing ads, i was too focused on memes",I do not recall any sponsored posts,"That social media feed seemed similar to one i am used to. It was full of comical memes and images with captions; those of which i am used to seeing. they offer short, mindless entertainment and somehow how attention rather well. Taking away from other aspects of the site. ",No,,67000832038953b51d38c7ba,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Glendale,AZ,85307
2024-10-15 17:29:17,2024-10-15 17:30:33,IP Address,172.59.32.52,100,75,True,2024-10-15 17:30:33,R_1xWZANRVlYiua4E,,,,,39.1408,-84.471,anonymous,EN,5fea9f4983f6afa8281acf14,29,Male,,White or Caucasian,,Bose,"Bose,Beats by Dre,Sonos","No additional thoughts. It was normal social media posts. ",No,,5fea9f4983f6afa8281acf14,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36",Cincinnati,OH,45237
2024-10-15 17:26:35,2024-10-15 17:30:36,IP Address,185.124.61.238,100,240,True,2024-10-15 17:30:36,R_67dGvYmp1oYjm5r,,,,,38.721,-75.0752,anonymous,EN,66e04be8eee549c122da56b0,32,Female,,White or Caucasian,,x,"Spotify,T-Mobile,Amazon,Oura,Beats by Dre,GoPro,Logitech,Verizon,Microsoft",I like this funny photos.,No,,66e04be8eee549c122da56b0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Rehoboth Beach,DE,19971
2024-10-15 17:29:42,2024-10-15 17:30:39,IP Address,70.15.214.162,100,56,True,2024-10-15 17:30:40,R_5EnyZ3tBFkqUm1H,,,,,41.4705,-75.2109,anonymous,EN,66f043f0c38f7c2ec60770e4,30,Female,,American Indian/Native American or Alaska Native,,Shrek,I do not recall any sponsored posts,I like that there was Shrek.,Yes:,,66f043f0c38f7c2ec60770e4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Honesdale,PA,18431
2024-10-15 17:28:53,2024-10-15 17:30:42,IP Address,107.180.162.111,100,108,True,2024-10-15 17:30:42,R_6aKWwiTLchxcHLC,,,,,40.7365,-74.0055,anonymous,EN,6697ee46a3a53f6e099b9f0e,20,Female,,Black or African American,,Samsung,"Apple,Samsung",interesting survey.I really liked the feed,No,,6697ee46a3a53f6e099b9f0e,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,New York,NY,10014
2024-10-15 17:29:58,2024-10-15 17:30:52,IP Address,76.32.116.13,100,54,True,2024-10-15 17:30:53,R_1a68Cy0F5vNYiWJ,,,,,34.0068,-118.256,anonymous,EN,650310789955b906a18d6973,26,Female,,White or Caucasian,,samsung galaxy,Samsung,"it was all memes which was a bit repetitive but there were some that got a soft smile from me ",No,,650310789955b906a18d6973,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Los Angeles,CA,90019
2024-10-15 17:27:36,2024-10-15 17:31:05,IP Address,174.246.129.37,100,209,True,2024-10-15 17:31:06,R_3gFN7Utc23diESf,,,,,32.9958,-96.7882,anonymous,EN,66610115a03730fd55c6ca25,33,Female,,White or Caucasian,,"I recall a wristband of some sort but don’t remember the name ",I do not recall any sponsored posts,"It was a little boring. Some was funny but not really entertaining. ",No,,66610115a03730fd55c6ca25,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/129.0.6668.69 Mobile/15E148 Safari/604.1",Dallas,TX,75243
2024-10-15 17:27:23,2024-10-15 17:31:12,IP Address,174.229.71.17,100,229,True,2024-10-15 17:31:13,R_3mPHdPyTa0ksGzf,,,,,40.7653,-73.9589,anonymous,EN,6651118444f987017d94bd63,34,Male,,Asian,,Whoop,"Nintendo,Whoop",Typical twitter feed for a meme page. Not a fan of 9GAG.,No,,6651118444f987017d94bd63,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/129.0.6668.69 Mobile/15E148 Safari/604.1",New York,NY,10028
2024-10-15 17:29:35,2024-10-15 17:31:17,IP Address,100.16.28.65,100,101,True,2024-10-15 17:31:17,R_1WVlph07QaHD0EF,,,,,39.5372,-76.3605,anonymous,EN,5a08f6df38ed430001be765d,26,Male,,White or Caucasian,,"i tuned out the ads, I remember there being a car ad","Apple,Nintendo,T-Mobile","it was very one dimensional. either ads or shitty surface-level memes, no news, no humor",No,,5a08f6df38ed430001be765d,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Bel Air,MD,21014
2024-10-15 17:30:11,2024-10-15 17:31:47,IP Address,104.251.93.171,100,96,True,2024-10-15 17:31:48,R_7ayGW02wruyxJgA,,,,,37.751,-97.822,anonymous,EN,66ec3e9d25cdaa3c152b07fb,25,Female,,White or Caucasian,,samsung,Samsung,Memes were relatable and funny,No,,66ec3e9d25cdaa3c152b07fb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",,,
2024-10-15 17:30:11,2024-10-15 17:31:50,IP Address,35.144.25.160,100,99,True,2024-10-15 17:31:51,R_1vrVUbuvslwZrSp,,,,,38.7943,-90.2817,anonymous,EN,63e525d5d75aaafdcf9e1d6e,33,Female,,Black or African American,,t mobile,T-Mobile,"I really enjoyed and twitter feed, in fact so much I have forgotten what ads were there because I was so busy trying to rush to the next funny meme post. ",No,,63e525d5d75aaafdcf9e1d6e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Florissant,MO,63031
2024-10-15 17:30:40,2024-10-15 17:31:59,IP Address,223.29.141.127,100,78,True,2024-10-15 17:31:59,R_32E55uhP6ocJ2bF,,,,,37.751,-97.822,anonymous,EN,670299658a169a4d152a6950,28,Male,,White or Caucasian,,samsung,"Bose,Apple,Samsung",the social media feed was fun,No,,670299658a169a4d152a6950,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",,,
2024-10-15 17:30:26,2024-10-15 17:32:00,IP Address,38.57.88.31,100,93,True,2024-10-15 17:32:00,R_1fISwy2cRDgMvQD,,,,,31.9414,-89.2339,anonymous,EN,6658bba1a51a037d25bb677e,32,Female,,White or Caucasian,,Bose,"Bose,Nintendo","Some memes were funny but with the overload of memes and posts it was difficult to remember the ads when they didn’t stand out well ",No,,6658bba1a51a037d25bb677e,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",Bay Springs,MS,39422
2024-10-15 17:31:08,2024-10-15 17:32:04,IP Address,12.75.226.80,100,56,True,2024-10-15 17:32:05,R_1QJFa0vJVGBgO9D,,,,,38.1842,-85.8375,anonymous,EN,5efe7ad27d413c3869386ef7,25,Female,,White or Caucasian,,A headphone brand,Bose,"It was humorous and I enjoyed scrolling through it. ",No,,5efe7ad27d413c3869386ef7,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Louisville,KY,40218
2024-10-15 17:30:51,2024-10-15 17:32:11,IP Address,76.123.108.138,100,80,True,2024-10-15 17:32:11,R_5uNyTweTCe0dUP9,,,,,30.3122,-81.7243,anonymous,EN,66b62d378900b27a626cf2ba,33,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,"Social media is very intriguing but when I really think about it in times like this, we are wild as humans. The things that now interest us would have seemed crazy back in the day. ",No,,66b62d378900b27a626cf2ba,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Jacksonville,FL,32205
2024-10-15 17:29:24,2024-10-15 17:32:21,IP Address,74.80.146.250,100,177,True,2024-10-15 17:32:21,R_5ANEBULXJXBdvqI,,,,,37.751,-97.822,anonymous,EN,670310f671e082c04980f2fa,33,Male,,Black or African American,,"laptop,suits ","Samsung,Sony Playstation,Oura",well i like the brand and how it looks and its attractive,No,,670310f671e082c04980f2fa,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",,,
2024-10-15 17:29:43,2024-10-15 17:32:23,IP Address,174.210.163.35,100,160,True,2024-10-15 17:32:24,R_7EiLWUpG3v6nhXK,,,,,39.0537,-94.5906,anonymous,EN,65e94454a6d65a32998ba040,29,Male,,White or Caucasian,,Nintendo,Nintendo,"I don’t usually like tweets, I just look and move on ",No,,65e94454a6d65a32998ba040,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",Kansas City,MO,64111
2024-10-15 17:30:27,2024-10-15 17:32:28,IP Address,104.52.37.73,100,120,True,2024-10-15 17:32:29,R_6X51OeMZMsplr3t,,,,,26.2154,-80.271,anonymous,EN,66dd9dc06329804f2fdd78a0,35,Female,,Black or African American,,Twitter,"Bose,Nintendo,Spotify,T-Mobile,Amazon","It was informative with information. Looked just like Twitter. ",No,,66dd9dc06329804f2fdd78a0,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",Tamarac,FL,33321
2024-10-15 17:30:40,2024-10-15 17:32:39,IP Address,23.182.129.147,100,118,True,2024-10-15 17:32:39,R_6o6Cc1qJFcVmJ5x,,,,,37.751,-97.822,anonymous,EN,666acca2e6de7dab6bad5514,27,Male,,Black or African American,,"nike ","Apple,Samsung,Amazon,LG,Microsoft","they are very good and likable ",No,,666acca2e6de7dab6bad5514,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",,,
2024-10-15 17:28:52,2024-10-15 17:33:37,IP Address,173.47.138.253,100,284,True,2024-10-15 17:33:38,R_63vTBV0GzAMBLDL,,,,,37.0494,-94.5069,anonymous,EN,661f775070e92e0410c20865,32,Male,,Black or African American,,Samsung,Samsung,I like the way the feed was arranged and i like the fact that it has some humor on it.,No,,661f775070e92e0410c20865,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",Joplin,MO,64804
2024-10-15 17:32:07,2024-10-15 17:33:51,IP Address,97.140.71.228,100,104,True,2024-10-15 17:33:52,R_32XwmuCjIOdA2LT,,,,,35.2227,-80.7938,anonymous,EN,66a7fe579f334f72a2b3e59c,31,Non-binary / third gender,,"Black or African American,Asian",,bose,"Bose,Beats by Dre,Logitech","The feed was full of relatable memes that were interesting to scroll through, along with some tech ads that I sort of auto tune out these days.",No,,66a7fe579f334f72a2b3e59c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0",Charlotte,NC,28226
2024-10-15 17:33:01,2024-10-15 17:34:02,IP Address,134.174.140.195,100,60,True,2024-10-15 17:34:02,R_7ixJMKple5PO9SZ,,,,,42.3531,-71.0958,anonymous,EN,60fcf49be5dd0924d4eba91d,23,Female,,Asian,,Apple,"Apple,Samsung",The memes were very funny. It reminded me of 2010s social media. I miss twitter.,No,,60fcf49be5dd0924d4eba91d,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",Boston,MA,02115
2024-10-15 17:32:16,2024-10-15 17:34:06,IP Address,50.159.164.251,100,110,True,2024-10-15 17:34:07,R_7aIOHn5eWJkXbgZ,,,,,36.2709,-115.28,anonymous,EN,66f748a6178e9d6aeb4e26b0,34,Female,,Asian,,N/A,I do not recall any sponsored posts,"I found the social media feed to be quite engaging overall! I particularly liked the variety of content, from informative posts to creative visuals. The balance between personal stories and trending topics kept it interesting.",No,,66f748a6178e9d6aeb4e26b0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Las Vegas,NV,89149
2024-10-15 17:30:37,2024-10-15 17:34:09,IP Address,72.228.40.187,100,211,True,2024-10-15 17:34:09,R_6qs9SX8PaQyTIgp,,,,,43.0592,-73.7356,anonymous,EN,664e835c732628231a08fff5,30,Female,,White or Caucasian,,"nintendo, galaxy, ikea","Nintendo,Samsung,Beats by Dre,Fitbit",funny memes i related to,No,,664e835c732628231a08fff5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Saratoga Springs,NY,12866
2024-10-15 17:31:34,2024-10-15 17:34:16,IP Address,75.191.75.121,100,162,True,2024-10-15 17:34:17,R_7gZOZsNnlxt8bix,,,,,36.1287,-79.4086,anonymous,EN,5df4d17c83907935f9a3b201,32,Female,,Black or African American,,bose,"Bose,JBL,Beats by Dre","I liked it for the most part. I think it was a good combination of memes and ads. There was just the right amount of ads that it didn't ruin my viewing experience. The memes were not offensive and from what I saw it was just slice of life memes.  ",No,,5df4d17c83907935f9a3b201,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Burlington,NC,27217
2024-10-15 17:33:40,2024-10-15 17:34:19,IP Address,129.79.117.65,100,38,True,2024-10-15 17:34:19,R_6p6eDmJi3OR0Mge,,,,,39.1397,-86.5141,anonymous,EN,65989513640b25ce09300abc,33,Female,,"White or Caucasian,Asian",,n/a,I do not recall any sponsored posts,Thanks for this cool survey!,No,,65989513640b25ce09300abc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Bloomington,IN,47401
2024-10-15 17:32:35,2024-10-15 17:34:39,IP Address,172.58.49.88,100,124,True,2024-10-15 17:34:40,R_70NQr6WoRkApKVY,,,,,29.8284,-95.4696,anonymous,EN,6577fb64d29f73c7b3a13539,27,Male,,White or Caucasian,,9gag,I do not recall any sponsored posts,i did not find any of the posts funny or entertaining,No,,6577fb64d29f73c7b3a13539,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Houston,TX,77093
2024-10-15 17:33:52,2024-10-15 17:34:42,IP Address,47.190.105.52,100,50,True,2024-10-15 17:34:43,R_5J3p79WT6Z9e8MJ,,,,,32.8489,-96.9667,anonymous,EN,579fbb4a6f13c2000174aafc,31,Male,,White or Caucasian,,9gag,I do not recall any sponsored posts,"I do not really like twitter much, the jokes were okay. ",No,,579fbb4a6f13c2000174aafc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",Irving,TX,75061
2024-10-15 17:33:26,2024-10-15 17:34:48,IP Address,23.112.13.141,100,81,True,2024-10-15 17:34:48,R_3VCtLvZ7RVh2JpL,,,,,43.0725,-89.4491,anonymous,EN,664609104464762e08a64a17,34,Female,,White or Caucasian,,Apple,"Apple,Nintendo","I always try to scroll really fast past ads. As soon as I realize I'm looking at an ad, I flick it away.",No,,664609104464762e08a64a17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Madison,WI,53705
2024-10-15 17:33:27,2024-10-15 17:34:55,IP Address,75.196.154.19,100,87,True,2024-10-15 17:34:55,R_7XjEgyPtpHnx3QB,,,,,42.0629,-87.9813,anonymous,EN,66d6167357ca2076851f0e37,19,Male,,White or Caucasian,,"Dyson, saw a headphone ad as well. Did not pay attention to ads that much just the memes.","Bose,Beats by Dre",I really enjoyed the memes,No,,66d6167357ca2076851f0e37,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",Deerfield,IL,60015
2024-10-15 17:33:56,2024-10-15 17:35:16,IP Address,73.187.67.158,100,79,True,2024-10-15 17:35:16,R_6kqpChnA51OlhE5,,,,,40.1094,-76.5131,anonymous,EN,66c215f37fb5c5aced53c73e,33,Male,,White or Caucasian,,"Samsung galaxy z flip. Nintendo ","Bose,Nintendo,Samsung","I liked it. The SpongeBob parts were the best ",No,,66c215f37fb5c5aced53c73e,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/130.0.6723.37 Mobile/15E148 Safari/604.1",Marietta,PA,17547
2024-10-15 17:32:55,2024-10-15 17:35:18,IP Address,47.40.240.252,100,142,True,2024-10-15 17:35:19,R_5mDVH7ERIsDuOVd,,,,,36.224,-83.3179,anonymous,EN,66faf604548f83af41deefa9,23,Male,,White or Caucasian,,"I mostly saw 9GAG meme posts, cant recall any ads",I do not recall any sponsored posts,"I actually found it funny, reading the meme post, specially the dark humor one with your workmates.",No,,66faf604548f83af41deefa9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Morristown,TN,37814
2024-10-15 17:32:21,2024-10-15 17:35:19,IP Address,107.180.175.56,100,177,True,2024-10-15 17:35:19,R_1kIpcdjm9XZb73T,,,,,37.751,-97.822,anonymous,EN,668b12d157b06d1b200ba405,22,Male,,White or Caucasian,,IKEA,"Samsung,Amazon,Dell,Sony Playstation,LG,Microsoft",most were funny and hilarious....made me happy,No,,668b12d157b06d1b200ba405,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",,,
2024-10-15 17:34:05,2024-10-15 17:35:42,IP Address,75.243.180.48,100,96,True,2024-10-15 17:35:43,R_3wivbOa2qt2p3KF,,,,,38.7142,-90.2759,anonymous,EN,66abbaa7e79344e4b77a7834,25,Female,,White or Caucasian,,"Samsung, Bose, apple ","Bose,Apple,Whoop,Samsung","I liked the memes and the comedy of them, and there weren't too many ads so that was nice",No,,66abbaa7e79344e4b77a7834,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",St Louis,MO,63141
2024-10-15 17:35:15,2024-10-15 17:36:01,IP Address,144.74.7.47,100,46,True,2024-10-15 17:36:02,R_7yF6RYp0iDFtAjv,,,,,41.923,-87.7531,anonymous,EN,669bd78975f22207e8e90ac0,35,Male,,White or Caucasian,,Nintendo,"Nintendo,Samsung,LG","I think 9gag is the exact opposite of something funny. ",No,,669bd78975f22207e8e90ac0,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Chicago,IL,60644
2024-10-15 17:19:17,2024-10-15 17:36:11,IP Address,217.180.216.127,100,1013,True,2024-10-15 17:36:11,R_1tCoaSJgt4H84OR,,,,,42.8899,-85.6148,anonymous,EN,5484739ffdf99b0379939c95,35,Female,,White or Caucasian,,"bose, at&t, jbl","Bose,Whoop,Samsung,JBL","the memes were kind of odd, but I liked that i was able to press the heart on ones I liked",No,,5484739ffdf99b0379939c95,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Grand Rapids,MI,49508
2024-10-15 17:35:13,2024-10-15 17:36:20,IP Address,71.255.248.230,100,66,True,2024-10-15 17:36:20,R_1TJPn5fpZ9aPpiF,,,,,39.109,-77.2489,anonymous,EN,5ee2d96eac3291203650f16e,28,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts," it seemed exactly like twitter which i use fairly often so it felt familiar which is nice",No,,5ee2d96eac3291203650f16e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Gaithersburg,MD,20878
